"trial_type","rt","stimulus","response","trial_index","plugin_version","time_elapsed","subject_id","experimental_order","consent_response","consent_timestamp","task","mandarin_english_bilingual","native_language","english_age_of_acquisition","years_in_us","english_proficiency_score","mandarin_proficiency","english_proficiency","normal_or_corrected_vision","character","pinyin","ink_color","correct_key","response_color","correct","block","item_id","translation","source_condition","source_ink_color","is_filler","condition","is_critical","repetition"
"html-keyboard-response","null","","null","10","2.1.0","120303","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","11","2.1.0","120811","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">人</div>","null","12","2.1.0","123818","5mjomaw0pk","block1_then_block2","","","practice_character_naming","","","","","","","","","人","ren2","","","","","","","","","","","","",""
"html-keyboard-response","null","","null","13","2.1.0","124821","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","14","2.1.0","125329","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">火</div>","null","15","2.1.0","128335","5mjomaw0pk","block1_then_block2","","","practice_character_naming","","","","","","","","","火","huo3","","","","","","","","","","","","",""
"html-keyboard-response","null","","null","16","2.1.0","129338","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","10555","
      <div class=""instructions"">
        <h2>Color Practice</h2>
        <p>Now practice naming the ink color in English using the keyboard.</p>
        <p><strong>R</strong> = red, <strong>Y</strong> = yellow, <strong>B</strong> = blue, <strong>G</strong> = green.</p>
        <p>Press <strong>Space</strong> to start.</p>
      </div>
    "," ","17","2.1.0","139893","5mjomaw0pk","block1_then_block2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","18","2.1.0","140403","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#d62728;"">日</div>","null","19","2.1.0","143405","5mjomaw0pk","block1_then_block2","","","practice_color_naming","","","","","","","","","日","","red","r","null","false","","","","","","","","",""
"html-keyboard-response","null","","null","20","2.1.0","144409","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","21","2.1.0","144917","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2694","<div class=""chinese-character"" style=""color:#2ca02c;"">木</div>","g","22","2.1.0","147611","5mjomaw0pk","block1_then_block2","","","practice_color_naming","","","","","","","","","木","","green","g","green","true","","","","","","","","",""
"html-keyboard-response","null","","null","23","2.1.0","148620","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","24","2.1.0","149127","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","1497","<div class=""chinese-character"" style=""color:#d6b300;"">人</div>","y","25","2.1.0","150624","5mjomaw0pk","block1_then_block2","","","practice_color_naming","","","","","","","","","人","","yellow","y","yellow","true","","","","","","","","",""
"html-keyboard-response","null","","null","26","2.1.0","151640","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","27","2.1.0","152149","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","1135","<div class=""chinese-character"" style=""color:#1f77b4;"">火</div>","b","28","2.1.0","153284","5mjomaw0pk","block1_then_block2","","","practice_color_naming","","","","","","","","","火","","blue","b","blue","true","","","","","","","","",""
"html-keyboard-response","null","","null","29","2.1.0","154292","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7347","
      <div class=""instructions"">
        <h2>End of Practice</h2>
        <p>The practice is over. The experiment will now begin.</p>
        <p>Press <strong>Space</strong> to continue.</p>
      </div>
    "," ","30","2.1.0","161639","5mjomaw0pk","block1_then_block2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13950","
      <div class=""instructions"">
        <h2>Chinese Character Naming Block 1</h2>
        <p>You will see Chinese characters printed in black.</p>
        <p>Please read each character aloud in Mandarin as quickly and accurately as possible.</p>
        <p>After saying the character, press <strong>Space</strong> to continue.</p>
        <p>Press <strong>Space</strong> to begin.</p>
      </div>
    "," ","31","2.1.0","175589","5mjomaw0pk","block1_then_block2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","32","2.1.0","176092","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">黄</div>","null","33","2.1.0","179100","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","黄","huang2","","","","","1","yellow","yellow","congruent_color_character","yellow","false","","",""
"html-keyboard-response","null","","null","34","2.1.0","180102","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","35","2.1.0","180609","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">晃</div>","null","36","2.1.0","183614","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","晃","huang4","","","","","1","yellow","sway","congruent_S_plus_T_minus","yellow","false","","",""
"html-keyboard-response","null","","null","37","2.1.0","184615","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","38","2.1.0","185123","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","903","<div class=""chinese-character"" style=""color:#000000;"">婪</div>"," ","39","2.1.0","186026","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","婪","lan2","","","","","1","blue","greedy","congruent_S_T_plus","blue","false","","",""
"html-keyboard-response","null","","null","40","2.1.0","187036","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","41","2.1.0","187544","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">红</div>","null","42","2.1.0","190551","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","红","hong2","","","","","1","red","red","congruent_color_character","red","false","","",""
"html-keyboard-response","null","","null","43","2.1.0","191554","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","44","2.1.0","192063","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">花</div>","null","45","2.1.0","195067","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","花","hua1","","","","","1","f1_6","flower","filler","yellow","true","","",""
"html-keyboard-response","null","","null","46","2.1.0","196071","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","47","2.1.0","196578","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">皇</div>","null","48","2.1.0","199585","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","皇","huang2","","","","","1","yellow","emperor","congruent_S_T_plus","yellow","false","","",""
"html-keyboard-response","null","","null","49","2.1.0","200587","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","50","2.1.0","201096","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","911","<div class=""chinese-character"" style=""color:#000000;"">车</div>"," ","51","2.1.0","202007","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","车","che1","","","","","1","f1_5","car","filler","red","true","","",""
"html-keyboard-response","null","","null","52","2.1.0","203020","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","53","2.1.0","203530","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2966","<div class=""chinese-character"" style=""color:#000000;"">黄</div>"," ","54","2.1.0","206496","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","黄","huang2","","","","","1","yellow","yellow","incongruent_color_character","green","false","","",""
"html-keyboard-response","null","","null","55","2.1.0","207512","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","56","2.1.0","208021","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","996","<div class=""chinese-character"" style=""color:#000000;"">瓶</div>"," ","57","2.1.0","209018","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","瓶","ping2","","","","","1","red","bottle","congruent_S_minus_T_plus","red","false","","",""
"html-keyboard-response","null","","null","58","2.1.0","210023","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","59","2.1.0","210531","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","609","<div class=""chinese-character"" style=""color:#000000;"">牵</div>"," ","60","2.1.0","211140","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","牵","qian1","","","","","1","red","lead along","neutral","red","false","","",""
"html-keyboard-response","null","","null","61","2.1.0","212146","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","62","2.1.0","212655","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","726","<div class=""chinese-character"" style=""color:#000000;"">鱼</div>"," ","63","2.1.0","213381","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","鱼","yu2","","","","","1","f1_12","fish","filler","green","true","","",""
"html-keyboard-response","null","","null","64","2.1.0","214397","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","65","2.1.0","214906","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","908","<div class=""chinese-character"" style=""color:#000000;"">水</div>"," ","66","2.1.0","215814","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","水","shui3","","","","","1","f1_3","water","filler","blue","true","","",""
"html-keyboard-response","null","","null","67","2.1.0","216818","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","68","2.1.0","217328","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""chinese-character"" style=""color:#000000;"">洞</div>","null","69","2.1.0","220339","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","洞","dong4","","","","","1","green","hole","congruent_S_minus_T_plus","green","false","","",""
"html-keyboard-response","null","","null","70","2.1.0","221341","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","71","2.1.0","221850","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","744","<div class=""chinese-character"" style=""color:#000000;"">云</div>"," ","72","2.1.0","222594","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","云","yun2","","","","","1","f1_9","cloud","filler","red","true","","",""
"html-keyboard-response","null","","null","73","2.1.0","223604","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","74","2.1.0","224113","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","553","<div class=""chinese-character"" style=""color:#000000;"">树</div>"," ","75","2.1.0","224666","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","树","shu4","","","","","1","f1_16","tree","filler","green","true","","",""
"html-keyboard-response","null","","null","76","2.1.0","225668","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","77","2.1.0","226177","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","749","<div class=""chinese-character"" style=""color:#000000;"">书</div>"," ","78","2.1.0","226926","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","书","shu1","","","","","1","f1_1","book","filler","red","true","","",""
"html-keyboard-response","null","","null","79","2.1.0","227932","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","80","2.1.0","228441","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","807","<div class=""chinese-character"" style=""color:#000000;"">旅</div>"," ","81","2.1.0","229248","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","旅","lv3","","","","","1","green","travel","congruent_S_plus_T_minus","green","false","","",""
"html-keyboard-response","null","","null","82","2.1.0","230259","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","83","2.1.0","230768","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","403","<div class=""chinese-character"" style=""color:#000000;"">纸</div>"," ","84","2.1.0","231171","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","纸","zhi3","","","","","1","f1_19","paper","filler","blue","true","","",""
"html-keyboard-response","null","","null","85","2.1.0","232183","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","86","2.1.0","232693","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","657","<div class=""chinese-character"" style=""color:#000000;"">鸟</div>"," ","87","2.1.0","233350","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","鸟","niao3","","","","","1","f1_11","bird","filler","blue","true","","",""
"html-keyboard-response","null","","null","88","2.1.0","234359","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","89","2.1.0","234867","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","725","<div class=""chinese-character"" style=""color:#000000;"">窗</div>"," ","90","2.1.0","235592","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","窗","chuang1","","","","","1","f1_15","window","filler","blue","true","","",""
"html-keyboard-response","null","","null","91","2.1.0","236608","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","92","2.1.0","237115","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","880","<div class=""chinese-character"" style=""color:#000000;"">涂</div>"," ","93","2.1.0","237996","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","涂","tu2","","","","","1","green","paint","neutral","green","false","","",""
"html-keyboard-response","null","","null","94","2.1.0","238997","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","95","2.1.0","239506","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","812","<div class=""chinese-character"" style=""color:#000000;"">桥</div>"," ","96","2.1.0","240318","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","桥","qiao2","","","","","1","f1_18","bridge","filler","yellow","true","","",""
"html-keyboard-response","null","","null","97","2.1.0","241326","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","98","2.1.0","241835","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","433","<div class=""chinese-character"" style=""color:#000000;"">雨</div>"," ","99","2.1.0","242268","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","雨","yu3","","","","","1","f1_17","rain","filler","red","true","","",""
"html-keyboard-response","null","","null","100","2.1.0","243284","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","101","2.1.0","243794","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","397","<div class=""chinese-character"" style=""color:#000000;"">灯</div>"," ","102","2.1.0","244191","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","灯","deng1","","","","","1","f1_21","lamp","filler","red","true","","",""
"html-keyboard-response","null","","null","103","2.1.0","245199","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","104","2.1.0","245707","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","382","<div class=""chinese-character"" style=""color:#000000;"">趁</div>"," ","105","2.1.0","246090","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","趁","chen4","","","","","1","yellow","take advantage of","neutral","yellow","false","","",""
"html-keyboard-response","null","","null","106","2.1.0","247094","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","107","2.1.0","247601","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","576","<div class=""chinese-character"" style=""color:#000000;"">城</div>"," ","108","2.1.0","248178","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","城","cheng2","","","","","1","f1_22","city","filler","yellow","true","","",""
"html-keyboard-response","null","","null","109","2.1.0","249187","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","110","2.1.0","249695","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","349","<div class=""chinese-character"" style=""color:#000000;"">山</div>"," ","111","2.1.0","250044","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","山","shan1","","","","","1","f1_2","mountain","filler","yellow","true","","",""
"html-keyboard-response","null","","null","112","2.1.0","251050","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","113","2.1.0","251560","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","349","<div class=""chinese-character"" style=""color:#000000;"">蓝</div>"," ","114","2.1.0","251909","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","蓝","lan2","","","","","1","blue","blue","congruent_color_character","blue","false","","",""
"html-keyboard-response","null","","null","115","2.1.0","252916","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","116","2.1.0","253425","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","521","<div class=""chinese-character"" style=""color:#000000;"">手</div>"," ","117","2.1.0","253946","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","手","shou3","","","","","1","f1_8","hand","filler","green","true","","",""
"html-keyboard-response","null","","null","118","2.1.0","254951","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","119","2.1.0","255459","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","438","<div class=""chinese-character"" style=""color:#000000;"">月</div>"," ","120","2.1.0","255897","5mjomaw0pk","block1_then_block2","","","character_naming","","","","","","","","","月","yue4","","","","","1","f1_7","moon","filler","blue","true","","",""
"html-keyboard-response","null","","null","121","2.1.0","256910","5mjomaw0pk","block1_then_block2","","","inter_trial_interval","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","null","<div class=""fixation"">+</div>","null","122","2.1.0","257419","5mjomaw0pk","block1_then_block2","","","fixation","","","","","","","","","","","","","","","","","","","","","","",""
